method	Ne	init	s_true	nrep	npos	npos_den	ntrue	propPos	propPos_den	propTrue	rmse
slattice	10000	0.1	0.02	1000	934	934	976	0.934	0.934	0.976	0.0106345315780793
sr	10000	0.1	0.02	1000	929	996	734	0.929	0.996	0.734	0.0123716956344658
bmws	10000	0.1	0.02	1000	0	0	0	0	0	0	0.00765573371715605
approxwf	10000	0.1	0.02	1000	959	985	983	0.959	0.985	0.983	0.00567092562623135
