method	Ne	init	s_true	nrep	npos	npos_den	ntrue	propPos	propPos_den	propTrue	rmse
slattice	10000	0.1	0.02	1000	551	551	998	0.551	0.551	0.998	0.0195880629833255
sr	10000	0.1	0.02	1000	944	997	753	0.944	0.997	0.753	0.0137569198499859
bmws	10000	0.1	0.02	1000	0	0	0	0	0	0	0.0109103019158042
approxwf	10000	0.1	0.02	1000	923	977	985	0.923	0.977	0.985	0.00619545042371041
